"Term","Estimate","SE","t-statistic","p-value"
"1","pmoa_copy_num",0.0188823044090837,0.0110768930303079,1.70465710532901,0.096015160536806
"2","rich_breakaway",0.000806439197109743,0.00116151014417071,0.694302328014124,0.491315507898961
